"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Grazing","Group"
"1","q21",34,18,26.41112,94.36138,1,0,3.34566640853882,"No","lb1"
"2","q21",34,6,11.0016,20.27935,1,0,10.3988342285156,"No","lb1"
"3","q21",35,18,21.90741,26.41112,2,0,4.23444366455078,"No","lb1"
"4","q21",35,6,26.79545,11.0016,2,0,6.01095581054688,"No","lb1"
"5","q21",36,18,47.53263,21.90741,3,0,2.2425012588501,"No","lb1"
"6","q21",36,6,61.78376,26.79545,3,0,4.30419158935547,"No","lb1"
"7","q21",37,18,74.76353,47.53263,4,0,1.22871077060699,"No","lb1"
"8","q21",37,20,32.74408,23.94982,1,1,-0.053023025393486,"No","lb1"
"9","q21",37,6,107.5887,61.78376,4,0,3.96135711669922,"No","lb1"
"10","q21",38,18,68.7293,74.76353,5,0,-0.00480696465820074,"No","lb1"
"11","q21",38,6,130.4947,107.5887,5,0,2.16246795654297,"No","lb1"
"12","q21",39,18,4.108584,68.7293,6,0,0.739922881126404,"No","lb1"
"13","q21",39,6,2.162604,130.4947,6,0,4.46022033691406,"No","lb1"
"14","q21",40,18,11.195479,4.108584,7,0,8.71293640136719,"No","lb1"
"15","q21",40,20,18.21828,8.951324,4,0,4.96682024002075,"No","lb1"
"16","q21",40,21,26.21659,10.82159,1,0,1.35154724121094,"No","lb1"
"17","q21",40,22,13.27651,3.890927,1,1,1.80271148681641,"No","lb1"
"18","q21",40,25,16.86189,12.61773,1,0,13.4485931396484,"No","lb1"
"19","q21",40,26,24.69319,12.39471,1,0,15.5029678344727,"No","lb1"
"20","q21",40,30,15.55598,13.67272,1,0,19.1975021362305,"No","lb1"
"21","q21",40,32,13.069055,6.923669,1,0,20.0617904663086,"No","lb1"
"22","q21",40,33,19.92944,2.100275,1,0,21.5356750488281,"No","lb1"
"23","q21",40,34,6.742374,5.454968,1,0,16.4496459960938,"No","lb1"
"24","q21",40,6,24.27583,2.162604,7,0,9.47710418701172,"No","lb1"
"25","q21",41,18,79.87494,11.195479,8,0,8.75139141082764,"No","lb1"
"26","q21",41,20,80.06492,18.21828,5,0,4.34869003295898,"No","lb1"
"27","q21",41,22,64.684098,13.27651,2,0,2.19196319580078,"No","lb1"
"28","q21",41,25,148.9904,16.86189,2,0,14.9113693237305,"No","lb1"
"29","q21",41,30,120.1271,15.55598,2,0,20.3862838745117,"No","lb1"
"30","q21",41,32,58.76305,13.069055,2,0,21.5877075195312,"No","lb1"
"31","q21",41,33,45.26533,19.92944,2,0,15.1023979187012,"No","lb1"
"32","q21",41,34,57.17618,6.742374,2,0,16.1682586669922,"No","lb1"
"33","q21",41,36,59.97174,13.6442,1,1,0.00728607177734375,"No","lb1"
"34","q21",41,6,138.87862,24.27583,8,0,9.63390350341797,"No","lb1"
"35","q21",42,20,35.93612,80.06492,6,0,3.51968479156494,"No","lb1"
"36","q21",42,22,48.735547,64.684098,3,0,1.82112121582031,"No","lb1"
"37","q21",42,24,33.06819,45.49834,3,0,10.7513122558594,"No","lb1"
"38","q21",42,25,44.66387,148.9904,3,0,12.0570983886719,"No","lb1"
"39","q21",42,29,48.98088,24.89017,3,0,25.9427719116211,"No","lb1"
"40","q21",42,30,66.11322,120.1271,3,0,19.1229934692383,"No","lb1"
"41","q21",42,31,117.36423,84.54996,3,0,29.2023544311523,"No","lb1"
"42","q21",42,32,37.38192,58.76305,3,0,20.1049728393555,"No","lb1"
"43","q21",42,33,61.95958,45.26533,3,0,13.7997913360596,"No","lb1"
"44","q21",42,34,55.68511,57.17618,3,0,14.5900421142578,"No","lb1"
"45","q21",42,36,65.02607,59.97174,2,0,0.435661315917969,"No","lb1"
"46","q21",42,6,158.22709,138.87862,9,0,5.67142486572266,"No","lb1"
"47","q21",43,20,53.67698,35.93612,7,0,2.99789690971375,"No","lb1"
"48","q21",43,21,65.9358,42.08963,4,0,0.00722503662109375,"No","lb1"
"49","q21",43,22,84.63659,48.735547,4,0,0.0512771606445312,"No","lb1"
"50","q21",43,24,36.38481,33.06819,4,0,8.60982513427734,"No","lb1"
"51","q21",43,25,91.35139,44.66387,4,0,11.9553756713867,"No","lb1"
"52","q21",43,29,40.25068,48.98088,4,0,22.8761291503906,"No","lb1"
"53","q21",43,31,107.60414,117.36423,4,0,16.8680572509766,"No","lb1"
"54","q21",43,32,50.26379,37.38192,4,0,18.1387176513672,"No","lb1"
"55","q21",43,33,39.45012,61.95958,4,0,8.56161785125732,"No","lb1"
"56","q21",43,34,204.0113,55.68511,4,0,10.0321884155273,"No","lb1"
"57","q21",43,37,13.3649,15.23958,1,0,2.03443932533264,"No","lb1"
"58","q21",43,6,296.2125,158.22709,10,0,1.72611236572266,"No","lb1"
"59","q21",44,20,65.20275,53.67698,8,0,3.58992528915405,"No","lb1"
"60","q21",44,21,36.19472,65.9358,5,0,0.0167770385742188,"No","lb1"
"61","q21",44,24,51.36433,36.38481,5,0,7.79916381835938,"No","lb1"
"62","q21",44,25,68.79275,91.35139,5,0,11.2067794799805,"No","lb1"
"63","q21",44,31,156.37857,107.60414,5,0,10.9962158203125,"No","lb1"
"64","q21",44,32,28.30066,50.26379,5,0,19.0277786254883,"No","lb1"
"65","q21",44,33,71.308229,39.45012,5,0,8.90280151367188,"No","lb1"
"66","q21",44,34,127.9049,204.0113,5,0,4.85966491699219,"No","lb1"
"67","q21",44,39,16.30665,16.72898,1,1,-0.0793914794921875,"No","lb1"
"68","q21",44,6,84.74325,296.2125,11,0,2.42501831054688,"No","lb1"
"69","q21",45,20,90.86674,65.20275,9,0,1.81819486618042,"No","lb1"
"70","q21",45,21,44.25374,36.19472,6,0,-0.112060546875,"No","lb1"
"71","q21",45,24,92.32926,51.36433,6,0,8.07548522949219,"No","lb1"
"72","q21",45,25,161.11806,68.79275,6,0,11.5021591186523,"No","lb1"
"73","q21",45,31,203.60124,156.37857,6,0,6.83985137939453,"No","lb1"
"74","q21",45,32,40.97149,28.30066,6,0,19.5466079711914,"No","lb1"
"75","q21",45,33,86.60283,71.308229,6,0,8.50992488861084,"No","lb1"
"76","q21",45,34,121.4433,127.9049,6,0,5.32408142089844,"No","lb1"
"77","q21",45,36,29.94918,5.178696,5,0,6.61637878417969,"No","lb1"
"78","q21",45,39,45.17679,16.30665,2,1,0.250617980957031,"No","lb1"
"79","q21",45,6,74.6874,84.74325,12,0,4.42601013183594,"No","lb1"
"80","q21",46,20,83.94311,90.86674,10,0,0.171644762158394,"No","lb1"
"81","q21",46,21,98.5202,44.25374,7,0,-0.083740234375,"No","lb1"
"82","q21",46,22,181.474637,92.855958,7,0,-0.315971374511719,"No","lb1"
"83","q21",46,24,153.6344,92.32926,7,0,5.45452880859375,"No","lb1"
"84","q21",46,25,220.50347,161.11806,7,0,2.69693756103516,"No","lb1"
"85","q21",46,29,80.74516,61.22118,7,0,23.7295837402344,"No","lb1"
"86","q21",46,31,275.0002,203.60124,7,0,7.80423736572266,"No","lb1"
"87","q21",46,32,35.92545,40.97149,7,0,16.6672821044922,"No","lb1"
"88","q21",46,33,85.20576,86.60283,7,0,9.17465591430664,"No","lb1"
"89","q21",46,34,199.96473,121.4433,7,0,4.09275817871094,"No","lb1"
"90","q21",46,37,57.62706,34.31045,4,0,1.64931499958038,"No","lb1"
"91","q21",46,6,86.34983,74.6874,13,0,1.19425201416016,"No","lb1"
"92","q21",47,20,74.772,83.94311,11,0,0.134583011269569,"No","lb1"
"93","q21",47,21,76.89815,98.5202,8,0,-0.0437164306640625,"No","lb1"
"94","q21",47,22,132.553302,181.474637,8,0,-0.210281372070312,"No","lb1"
"95","q21",47,24,194.311519,153.6344,8,0,6.31867218017578,"No","lb1"
"96","q21",47,25,105.531402,220.50347,8,0,0.692146301269531,"No","lb1"
"97","q21",47,29,84.18064,80.74516,8,0,23.5122680664062,"No","lb1"
"98","q21",47,31,276.6392,275.0002,8,0,13.1694488525391,"No","lb1"
"99","q21",47,33,178.2868,85.20576,8,0,6.75915241241455,"No","lb1"
"100","q21",47,34,222.0582,199.96473,8,0,2.30216979980469,"No","lb1"
"101","q21",47,37,40.17078,57.62706,5,0,2.93003535270691,"No","lb1"
"102","q21",47,6,42.019971,86.34983,14,0,1.19963073730469,"No","lb1"
"103","q21",48,20,83.22653,74.772,12,0,-0.09833974391222,"No","lb1"
"104","q21",48,21,70.36552,76.89815,9,0,0.0186309814453125,"No","lb1"
"105","q21",48,22,156.62004,132.553302,9,0,0.122749328613281,"No","lb1"
"106","q21",48,24,150.0734,194.311519,9,0,5.45894622802734,"No","lb1"
"107","q21",48,25,181.54759,105.531402,9,0,4.09549713134766,"No","lb1"
"108","q21",48,29,71.62491,84.18064,9,0,23.7715759277344,"No","lb1"
"109","q21",48,31,230.9272,276.6392,9,0,13.5218734741211,"No","lb1"
"110","q21",48,33,147.6003,178.2868,9,0,7.2613730430603,"No","lb1"
"111","q21",48,34,205.59396,222.0582,9,0,3.02087664604187,"No","lb1"
"112","q21",48,37,41.09076,40.17078,6,0,1.95638632774353,"No","lb1"
"113","q21",48,39,43.94467,42.63718,5,0,-0.130386352539062,"No","lb1"
"114","q21",48,43,30.65276,17.19372,1,0,46.1606788635254,"No","lb1"
"115","q21",48,44,21.36736,21.01181,1,0,39.0368041992188,"No","lb1"
"116","q21",48,6,31.510758,42.019971,15,0,0.002716064453125,"No","lb1"
"117","q21",49,20,59.26305,83.22653,13,0,0.723902225494385,"No","lb1"
"118","q21",49,21,123.7128,70.36552,10,0,0.0183334350585938,"No","lb1"
"119","q21",49,22,179.18671,156.62004,10,0,0.120697021484375,"No","lb1"
"120","q21",49,24,179.883,150.0734,10,0,6.84352874755859,"No","lb1"
"121","q21",49,25,157.07834,181.54759,10,0,2.55843353271484,"No","lb1"
"122","q21",49,29,135.0638,71.62491,10,0,22.4084014892578,"No","lb1"
"123","q21",49,31,304.2322,230.9272,10,0,12.1200180053711,"No","lb1"
"124","q21",49,33,166.47,147.6003,10,0,5.05817413330078,"No","lb1"
"125","q21",49,34,187.96591,205.59396,10,0,3.32101464271545,"No","lb1"
