"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin"
"1","A5P",17,0,4.21782531629863,4.67060968051815,1,0,23.6689246958939
"2","A5P",17,2,6.4332524108148,6.51440188155668,1,0,26.7953373261606
"3","A5P",17,22,2.22791200779915,2.74664700674322,1,0,33.5946584452
"4","A5P",17,25,1.17382325197524,0.25048851966858,1,0,22.0703125
"5","A5P",17,3,23.331001766388,23.6025400150143,1,0,19.8020077059854
"6","A5P",17,33,0.24743378162384,0.25048851966858,1,0,30.31005859375
"7","A5P",17,37,1.05041665299052,0.25048851966858,1,0,8.111572265625
"8","A5P",17,4,25.1945744980719,5.28704752900309,1,0,2.97149341244206
"9","A5P",17,5,1.96347276687602,2.17811997062861,1,0,6.80430309987736
"10","A5P",17,6,14.317984082285,12.4761648217677,1,0,33.7353365832075
"11","A5P",17,7,8.64867503154855,8.40185566635696,1,0,8.16376551630728
"12","A5P",18,38,18.4135411509119,1.26343810961615,1,0,20.6664554415825
"13","A5P",18,39,5.90798469692919,5.07666542292371,1,1,-0.00589666439685743
"14","A5P",18,4,15.8781848690977,25.1945744980719,2,0,4.15424706807479
"15","A5P",18,40,10.8465700848613,14.4347831053247,1,0,15.2627256615533
"16","A5P",18,6,15.3453448124322,14.317984082285,2,0,33.6721256607848
"17","A5P",18,7,34.4625873858251,8.64867503154855,2,0,8.03295693838922
"18","A5P",19,38,7.9582781109027,18.4135411509119,2,0,19.6532360927259
"19","A5P",19,40,6.99934842092194,10.8465700848613,2,0,16.3624996415367
"20","A5P",19,7,6.77361967272196,34.4625873858251,3,0,6.41523065423848
"21","A5P",20,38,3.70099290816308,7.9582781109027,3,0,18.1509484873755
"22","A5P",20,40,3.9049763192862,6.99934842092194,3,0,16.4792284072544
"23","A5P",21,38,5.30390753191074,3.70099290816308,4,0,19.882768237543
"24","A5P",21,40,6.85410344649987,3.9049763192862,4,0,15.5239505729215
"25","A5P",21,91,6.60889400728125,3.9840323200851,1,0,24.0493909094479
"26","A5P",21,92,5.50713261024818,1.21707223314527,1,0,7.43874551769544
"27","A5P",21,93,3.85952614598136,0.24743378162384,1,0,38.95263671875
"28","A5P",22,101,3.58790061780708,1.86426217910861,1,0,20.4700933161049
"29","A5P",22,102,6.32760342440702,5.37444940780808,1,0,34.4957223178708
"30","A5P",22,107,6.40984274017407,4.40704710954559,1,0,23.727195700073
"31","A5P",22,38,6.04863458098556,5.30390753191074,5,0,17.7360821693848
"32","A5P",22,40,0.790144598772448,6.85410344649987,5,0,17.1200808108364
"33","A5P",22,93,2.33173135148758,3.85952614598136,2,0,38.680140578763
"34","A5P",23,102,3.81105584509315,6.32760342440702,2,0,32.5179938615475
"35","A5P",23,126,0.241324305534363,3.24120480788775,1,0,32.2449458027458
"36","A5P",23,135,0.933011125124226,0.686941852470527,1,0,9.06381601890195
"37","A5P",23,141,4.72725739752914,1.78185661292178,1,0,16.4738865761542
"38","A5P",23,142,2.1030573417898,2.50911184234531,1,0,11.9307043445053
"39","A5P",23,143,0.838869365639771,1.8382951915788,1,0,11.760334938518
"40","A5P",23,144,1.84584815734083,2.99126037243134,1,0,12.7257614241375
"41","A5P",23,164,2.80911964786156,5.90350660335279,1,1,0.526861620115497
"42","A5P",23,166,0.250488519668579,1.47869858356118,1,0,11.1191492486924
"43","A5P",23,167,1.1297002753483,0.998161781516865,1,0,13.2771611312971
"44","A5P",23,168,5.7997973602899,2.53491351434472,1,0,12.5388935570432
"45","A5P",23,169,2.55695423172848,0.670816423361213,1,0,5.6673309266548
"46","A5P",23,170,2.03077097431635,1.4915985478399,1,0,9.18829716730582
"47","A5P",23,173,5.6535429908553,3.61370067270065,1,0,2.71426285427042
"48","A5P",23,180,0.250488519668579,0.250488519668579,1,0,18.048095703125
"49","A5P",23,182,0.250488519668579,0.250488519668579,1,0,10.748291015625
"50","A5P",23,183,1.80045813812172,0.250488519668579,1,0,26.67236328125
"51","A5P",23,196,1.20703030794229,0.250488519668579,1,0,17.572021484375
"52","A5P",23,197,1.29612844100408,0.250488519668579,1,0,5.792236328125
"53","A5P",23,38,3.85476510698433,6.04863458098556,6,0,20.9034889071939
"54","A5P",24,143,1.63891389724724,0.838869365639771,2,0,12.2175762783628
"55","A5P",24,168,1.08780075250105,5.7997973602899,2,0,10.0252103391006
"56","A5P",24,180,2.88685557384549,0.250488519668579,2,0,18.46923828125
"57","A5P",24,218,0.24743378162384,2.39052565329095,1,0,4.86459006323253
"58","A5P",27,234,0.250488519668579,10.8624414830362,3,0,42.8688925807075
"59","A5P",27,271,0.250488519668579,7.260147699715,1,0,2.57347337628722
"60","A5P",27,284,0.24743378162384,8.37911445068754,1,0,4.29453122651178
"61","A5P",27,286,1.89373145631644,4.72743339900659,1,0,7.51695101792502
"62","A5P",27,306,3.98157943858114,0.25048851966858,1,0,14.990234375
"63","A5P",28,338,8.87451682267927,2.84275288033923,1,0,9.94945066845742
"64","A5P",28,370,6.37851505708795,0.24743378162384,1,0,23.57177734375
"65","A5P",28,385,5.46956665200495,0.24743378162384,1,0,47.113037109375
"66","A5P",29,338,6.77937077745642,8.87451682267927,2,0,9.13822185194445
"67","A5P",29,370,9.15265043255967,6.37851505708795,2,0,21.9424254222708
"68","A5P",29,385,10.5116723755288,5.46956665200495,2,0,45.4706220970333
"69","A5P",30,330,5.34097679317099,3.61070564500616,3,0,15.420998604901
"70","A5P",30,338,7.47303079188338,6.77937077745642,3,0,11.1215894764984
"71","A5P",30,370,11.9438414366091,9.15265043255967,3,0,20.9470923243335
"72","A5P",30,429,14.1626252013735,2.73234827443579,1,0,31.003066915419
"73","A5P",30,436,12.4092811364377,6.08412329010382,1,0,16.972186605529
"74","A5P",30,437,12.4049439800993,4.24300631922505,1,0,6.70225540171224
"75","A5P",30,440,17.6288396565205,2.65795986392615,1,0,3.9005438972075
"76","A5P",30,442,16.8063730535197,2.21735174647982,1,0,8.08940711859583
"77","A5P",31,338,8.98392606016624,7.47303079188338,4,0,10.5974957769096
