"X","quad","year","trackID","area","survives","age","distEdgeMin","allEdge"
817,"D5",44,41,0.2474337816238,0,1,8.31298828125,0
818,"D5",44,42,0.2474337816238,0,1,12.07275390625,0
819,"D5",44,43,0.2504885196686,0,1,5.126953125,0
820,"D5",44,45,0.2504885196686,0,1,8.251953125,0
865,"E2",38,390,0.25048851966858,0,1,4.2724609375,1
866,"E2",38,388,5.48704027935195,0,1,1.92697431421323,1
867,"E2",38,389,0.84723100102146,1,1,0.293552703042618,1
868,"E2",39,391,0.2504885196686,0,1,30.87158203125,0
869,"E2",39,392,0.2504885196686,0,1,7.7880859375,0
870,"E2",40,394,1.3098826914149,0,1,-0.0696825784435917,1
871,"E2",40,395,2.7416562901442,1,1,0.0266919139187394,1
872,"E2",40,393,2.0555282649247,1,1,-0.0911699575749196,1
1246,"E6",35,144,0.25048851966858,0,1,1.629638671875,1
1247,"E6",35,145,0.25048851966858,0,1,-0.01220703125,1
1248,"E6",37,146,0.250488519668579,0,1,26.068115234375,0
1249,"E6",41,147,1.19167018289299,0,1,0.0278423273868317,1
1250,"E6",41,148,0.24743378162384,0,1,17.49267578125,0
1271,"F2",34,219,0.25048851966858,0,1,7.31201171875,0
1272,"F2",37,222,0.25048851966858,1,1,6.732177734375,0
1273,"F2",37,221,0.25048851966858,0,1,3.1494140625,1
1274,"F2",37,220,6.32954246089759,0,1,29.091692373456,0
1275,"F2",38,223,0.97262264731522,1,1,29.1447308021335,0
1276,"F2",38,224,1.46995631658008,1,1,16.7760968388291,0
1277,"F2",38,225,0.25048851966858,0,1,18.890380859375,0
1278,"F2",39,229,0.25048851966858,0,1,32.891845703125,0
1279,"F2",39,230,0.25048851966858,1,1,33.612060546875,0
1280,"F2",39,228,0.25048851966858,0,1,31.488037109375,0
1281,"F2",39,227,0.25048851966858,0,1,6.9091796875,0
1282,"F2",39,226,2.61950206499931,0,1,22.424065642072,0
1283,"F2",39,231,0.25048851966858,0,1,24.908447265625,0
1284,"F2",43,232,0.25048851966858,0,1,7.611083984375,0
1285,"F2",43,233,0.25048851966858,0,1,38.507080078125,0
1421,"F3",35,231,0.6974340950108,0,1,28.2301742864307,0
1422,"F3",35,232,0.25048851966858,0,1,23.44970703125,0
1423,"F3",35,233,0.24743378162384,0,1,23.712158203125,0
1424,"F3",35,230,2.0979957100958,0,1,20.7872505022371,0
1425,"F3",38,234,1.69080049227491,1,1,29.4420389196017,0
1426,"F3",39,235,0.25048851966858,1,1,4.96826171875,0
1427,"F3",41,237,6.7062906580166,1,1,-0.0429433785795963,1
1428,"F3",41,236,1.59720182536957,0,1,10.8576779998384,0
1502,"F8",38,313,4.38321447350807,0,1,2.76697773008246,0
1503,"F8",38,314,0.24743378162384,0,1,27.008056640625,0
1504,"F8",38,315,0.25048851966858,1,1,27.392578125,0
1505,"F8",38,316,0.25048851966858,1,1,22.930908203125,0
1506,"F8",38,317,0.25048851966858,0,1,3.43017578125,1
1507,"F8",39,318,4.02687597542042,1,1,-0.1654661481044,1
1508,"F8",39,319,2.92140274670032,1,1,-0.0237201869336161,1
1509,"F8",39,320,0.25048851966858,0,1,7.672119140625,0
1510,"F8",39,321,0.25048851966858,0,1,11.407470703125,0
1511,"F8",39,322,0.25048851966858,0,1,9.552001953125,0
1512,"F8",40,323,3.56550196995635,0,1,-2.77634276679706e-08,1
1513,"F8",40,324,3.65270313915656,1,1,0.302845437467214,1
1514,"F8",40,325,0.25048851966858,0,1,5.31005859375,0
1515,"F8",41,326,2.652026572848,1,1,-0.0797314732244843,1
1516,"F8",41,327,0.2504885196686,0,1,18.951416015625,0
1517,"F8",43,328,0.2504885196686,1,1,21.331787109375,0
1518,"F8",43,329,0.2504885196686,1,1,27.33154296875,0
1519,"F8",44,330,3.1197459892353,0,1,1.89579555122687,1
1520,"F8",44,331,0.2504885196686,0,1,17.730712890625,0
