"size","freq"
-1.53217603536859,0.0263285280432172
-1.37765228123756,0.0299241891322767
-1.22312852710654,0.0331344822001729
-1.06860477297552,0.0358042729269347
-0.914081018844494,0.0378359870827864
-0.75955726471347,0.0392023120993715
-0.605033510582447,0.0399465881144086
-0.450509756451423,0.0401708264534256
-0.295986002320399,0.0400141322226143
-0.141462248189376,0.0396263628436748
0.0130615059416478,0.0391425838176391
0.167585260072672,0.038663183588159
0.322109014203695,0.0382427174490651
0.476632768334719,0.0378882851702894
0.631156522465742,0.0375661729910748
0.785680276596766,0.0372141001859999
0.940204030727789,0.0367559033240274
1.09472778485881,0.036115777591343
1.24925153898984,0.03522999274818
1.40377529312086,0.0340549747754563
1.55829904725188,0.0325715169594653
1.71282280138291,0.0307855015985868
1.86734655551393,0.0287258449042945
2.02187030964496,0.0264404777335857
2.17639406377598,0.023991132505049
2.330917817907,0.0214476031919018
2.48544157203803,0.0188820320603079
2.63996532616905,0.0163636731905653
2.79448908030007,0.0139544863143876
2.9490128344311,0.011705814805608
3.10353658856212,0.00965629176878081
3.25806034269314,0.00783099973271086
3.41258409682417,0.00624179246786375
3.56710785095519,0.0048885862751114
3.72163160508621,0.00376135636447959
3.87615535921724,0.00284254032782157
4.03067911334826,0.00210955675636873
4.18520286747929,0.00153718728014824
4.33972662161031,0.0010996340733786
4.49425037574133,0.00077213919832066
4.64877412987236,0.000532124591223324
4.80329788400338,0.000359872311194672
4.9578216381344,0.00023880810492522
5.11234539226543,0.000155475707874725
5.26686914639645,9.92963237412789e-05
5.42139290052747,6.22013353678618e-05
5.5759166546585,3.82113685214677e-05
5.73044040878952,2.30160514470237e-05
5.88496416292055,1.35899721577841e-05
6.03948791705157,7.86396469352563e-06
