"size","freq"
-1.53684975050221,0.00560083455929876
-1.39167342663842,0.00628822762269984
-1.24649710277463,0.00699543481443606
-1.10132077891084,0.0077149408276431
-0.956144455047055,0.00844015855822217
-0.810968131183267,0.00916628060259824
-0.66579180731948,0.00989115527389379
-0.520615483455692,0.0106161192638821
-0.375439159591904,0.011346709959633
-0.230262835728116,0.0120931756130827
-0.0850865118643286,0.0128707017356916
0.0600898119994592,0.0136992775731859
0.205266135863247,0.0146031373082055
0.350442459727035,0.0156097265349035
0.495618783590823,0.0167481653350673
0.64079510745461,0.0180472049927064
0.785971431318398,0.0195327065285938
0.931147755182186,0.0212247069157186
1.07632407904597,0.0231341845452297
1.22150040290976,0.0252596905303601
1.36667672677355,0.0275840767333994
1.51185305063734,0.0300716221519211
1.65702937450113,0.0326659293064036
1.80220569836491,0.035289018798318
1.9473820222287,0.0378420748570117
2.09255834609249,0.0402082648888942
2.23773466995628,0.0422579485178705
2.38291099382006,0.0438563879535624
2.52808731768385,0.0448737654473172
2.67326364154764,0.0451969190121366
2.81843996541143,0.0447417659833522
2.96361628927521,0.0434649684456943
3.108792613139,0.0413731065392375
3.25396893700279,0.0385275805805115
3.39914526086658,0.0350437616218357
3.54432158473037,0.0310835987345691
3.68949790859415,0.0268419204495117
3.83467423245794,0.0225278686435513
3.97985055632173,0.0183440022739626
4.12502688018552,0.014466291582324
4.2702032040493,0.0110282387463429
4.41537952791309,0.00811162458298351
4.56055585177688,0.00574503659568209
4.70573217564067,0.00390972822982947
4.85090849950446,0.00255093247051527
4.99608482336824,0.00159188449832101
5.14126114723203,0.000947686821686498
5.28643747109582,0.000536720604943863
5.43161379495961,0.000288309559389872
5.57679011882339,0.000146426273868659
