"","quad","year","trackID","area.t1","area.t0","age","allEdge","distEdgeMin","Grazing","Group"
"1","q21",34,25,7.655911,253.1516,1,0,-0.00760650634765625,"No","lb1"
"2","q21",34,26,11.88834,54.7114,1,0,-0.0211868286132812,"No","lb1"
"3","q21",34,27,11.241426,97.23904,1,0,4.01699066162109,"No","lb1"
"4","q21",34,28,1.7822009,23.37817,1,1,-0.018341064453125,"No","lb1"
"5","q21",34,29,29.4352691,223.1304,1,0,11.396354675293,"No","lb1"
"6","q21",34,30,8.033116,81.6972,1,0,19.8242111206055,"No","lb1"
"7","q21",34,31,77.322482,252.1691,1,0,26.8936157226562,"No","lb1"
"8","q21",34,32,10.899255,48.16534,1,0,11.8808288574219,"No","lb1"
"9","q21",34,34,4.111572,33.12457,1,0,3.89619445800781,"No","lb1"
"10","q21",34,35,19.938865,390.1092,1,0,29.1520080566406,"No","lb1"
"11","q21",34,36,5.24146,45.83128,1,0,0.0016021728515625,"No","lb1"
"12","q21",34,37,40.431318,159.8814,1,0,0.00501251220703125,"No","lb1"
"13","q21",34,38,9.276929,34.39502,1,0,30.5252265930176,"No","lb1"
"14","q21",34,39,7.781154,52.11911,1,0,14.3217010498047,"No","lb1"
"15","q21",34,40,168.811552,254.616,1,0,15.8899402618408,"No","lb1"
"16","q21",34,41,44.616714,135.8093,1,0,15.0928239822388,"No","lb1"
"17","q21",34,42,51.954308,124.7607,1,0,8.26448822021484,"No","lb1"
"18","q21",34,43,14.92194,32.78235,1,0,3.19863128662109,"No","lb1"
"19","q21",34,44,9.108979,32.68296,1,0,0.016082763671875,"No","lb1"
"20","q21",35,25,7.085461,7.655911,2,0,2.42677307128906,"No","lb1"
"21","q21",35,26,18.256243,11.88834,2,0,2.01189422607422,"No","lb1"
"22","q21",35,27,23.066996,11.241426,2,0,5.46903228759766,"No","lb1"
"23","q21",35,28,1.850706,1.7822009,2,0,6.14006805419922,"No","lb1"
"24","q21",35,29,14.954692,29.4352691,2,0,5.42708587646484,"No","lb1"
"25","q21",35,30,26.27057,8.033116,2,0,31.5555725097656,"No","lb1"
"26","q21",35,31,67.977399,77.322482,2,0,25.1500701904297,"No","lb1"
"27","q21",35,32,9.687917,10.899255,2,0,11.6327590942383,"No","lb1"
"28","q21",35,34,5.587896,4.111572,2,0,8.49906921386719,"No","lb1"
"29","q21",35,35,30.483112,19.938865,2,0,32.6337509155273,"No","lb1"
"30","q21",35,36,9.971718,5.24146,2,0,4.53775024414062,"No","lb1"
"31","q21",35,37,40.387986,40.431318,2,0,3.98435974121094,"No","lb1"
"32","q21",35,39,7.805309,7.781154,2,0,18.1132888793945,"No","lb1"
"33","q21",35,40,120.217641,168.811552,2,0,14.2330627441406,"No","lb1"
"34","q21",35,41,38.41262,44.616714,2,0,11.419303894043,"No","lb1"
"35","q21",35,42,64.097164,51.954308,2,0,8.19716644287109,"No","lb1"
"36","q21",35,43,3.780334,14.92194,2,0,3.20271301269531,"No","lb1"
"37","q21",35,44,25.09056,9.108979,2,0,3.43227386474609,"No","lb1"
"38","q21",35,46,12.2757,2.687862,1,0,10.3184967041016,"No","lb1"
"39","q21",35,48,3.446849,2.493542,1,0,3.73252105712891,"No","lb1"
"40","q21",36,30,17.00704,26.27057,3,0,27.5186977386475,"No","lb1"
"41","q21",36,31,11.7222,67.977399,3,0,24.3476943969727,"No","lb1"
"42","q21",36,44,22.76054,25.09056,3,0,-0.212532982230186,"No","lb1"
"43","q21",62,49,18.05581,34.08208,1,0,8.07094478607178,"No","lb1"
"44","q21",63,49,20.16332,18.05581,2,0,7.59246444702148,"No","lb1"
"45","q21",64,49,127.9302,20.16332,3,0,9.70650386810303,"No","lb1"
"46","q21",65,49,195.8497,127.9302,4,0,5.78941822052002,"No","lb1"
"47","q21",65,51,104.3322,26.56285,1,0,14.7623748779297,"No","lb1"
"48","q21",66,49,127.1937,195.8497,5,0,4.54795265197754,"No","lb1"
"49","q21",66,52,76.01112,27.5804,1,0,18.6240463256836,"No","lb1"
"50","q21",67,49,81.52602,127.1937,6,0,1.92882430553436,"No","lb1"
"51","q21",67,52,41.02057,76.01112,2,0,15.4322357177734,"No","lb1"
"52","q21",67,53,176.6248,36.5278,1,0,0.0199737548828125,"No","lb1"
"53","q21",67,54,49.97115,29.38654,1,0,-0.0239105224609375,"No","lb1"
"54","q22",34,17,118.11211,243.9997,1,0,5.93463897705078,"No","lb1"
"55","q22",34,18,19.17638,49.14009,1,0,10.6163101196289,"No","lb1"
"56","q22",34,19,55.152396,211.1223,1,0,-0.005126953125,"No","lb1"
"57","q22",34,21,71.10387,218.1765,1,0,0.691983163356781,"No","lb1"
"58","q22",34,26,20.270996,214.0771,1,0,-0.002471923828125,"No","lb1"
