"quad","year","trackID","genetX","genetY","distance","allEdge","totCover","totN"
"q21",34,25,253.151554766133,253.151554766133,NA,0,2348.28194210287,20
"q21",34,25,253.151554766133,54.711395251014,53.128799525359,0,2348.28194210287,20
"q21",34,25,253.151554766133,97.2390362398149,36.6895736338251,0,2348.28194210287,20
"q21",34,25,253.151554766133,23.3781656583813,56.914964946459,0,2348.28194210287,20
"q21",34,25,253.151554766133,223.130389964358,21.7286123560191,0,2348.28194210287,20
"q21",34,25,253.151554766133,81.6972048668535,41.5971942540068,0,2348.28194210287,20
"q21",34,25,253.151554766133,252.169086409242,37.3464579580833,0,2348.28194210287,20
"q21",34,25,253.151554766133,48.1653370156011,39.9260697588359,0,2348.28194210287,20
"q21",34,25,253.151554766133,18.5278794580401,36.0780507629865,0,2348.28194210287,20
"q21",34,25,253.151554766133,33.1245684241159,46.6894068505508,0,2348.28194210287,20
"q21",34,25,253.151554766133,390.109200536632,49.5506212116418,0,2348.28194210287,20
"q21",34,25,253.151554766133,45.8312825428353,76.6386334211652,0,2348.28194210287,20
"q21",34,25,253.151554766133,159.881438488628,63.8431789684127,0,2348.28194210287,20
"q21",34,25,253.151554766133,34.3950233403184,58.6009338141598,0,2348.28194210287,20
"q21",34,25,253.151554766133,52.1191149805076,75.3334292631384,0,2348.28194210287,20
"q21",34,25,253.151554766133,254.615996237212,68.4151463741565,0,2348.28194210287,20
"q21",34,25,253.151554766133,135.809284672975,73.7718606692413,0,2348.28194210287,20
"q21",34,25,253.151554766133,124.760669837232,85.9139221908475,0,2348.28194210287,20
"q21",34,25,253.151554766133,32.7823539686973,92.2388700152467,0,2348.28194210287,20
"q21",34,25,253.151554766133,32.6829594442768,100.962763592505,0,2348.28194210287,20
"q21",34,26,54.711395251014,253.151554766133,53.128799525359,0,2348.28194210287,20
"q21",34,26,54.711395251014,54.711395251014,NA,0,2348.28194210287,20
"q21",34,26,54.711395251014,97.2390362398149,17.3777236278026,0,2348.28194210287,20
"q21",34,26,54.711395251014,23.3781656583813,10.3382444230519,0,2348.28194210287,20
"q21",34,26,54.711395251014,223.130389964358,72.0781992801653,0,2348.28194210287,20
"q21",34,26,54.711395251014,81.6972048668535,35.2331587469506,0,2348.28194210287,20
"q21",34,26,54.711395251014,252.169086409242,74.5259549188567,0,2348.28194210287,20
"q21",34,26,54.711395251014,48.1653370156011,86.477723076586,0,2348.28194210287,20
"q21",34,26,54.711395251014,18.5278794580401,81.4348973060229,0,2348.28194210287,20
"q21",34,26,54.711395251014,33.1245684241159,94.8647098539176,0,2348.28194210287,20
"q21",34,26,54.711395251014,390.109200536632,61.2343442503283,0,2348.28194210287,20
"q21",34,26,54.711395251014,45.8312825428353,57.8187283744916,0,2348.28194210287,20
"q21",34,26,54.711395251014,159.881438488628,104.662098271001,0,2348.28194210287,20
"q21",34,26,54.711395251014,34.3950233403184,81.830534103531,0,2348.28194210287,20
"q21",34,26,54.711395251014,52.1191149805076,70.5699032107873,0,2348.28194210287,20
"q21",34,26,54.711395251014,254.615996237212,96.7743832125309,0,2348.28194210287,20
"q21",34,26,54.711395251014,135.809284672975,83.32721107765,0,2348.28194210287,20
"q21",34,26,54.711395251014,124.760669837232,80.2562289337026,0,2348.28194210287,20
"q21",34,26,54.711395251014,32.7823539686973,81.4444277980217,0,2348.28194210287,20
"q21",34,26,54.711395251014,32.6829594442768,89.5013081299048,0,2348.28194210287,20
"q21",34,27,97.2390362398149,253.151554766133,36.6895736338251,0,2348.28194210287,20
"q21",34,27,97.2390362398149,54.711395251014,17.3777236278026,0,2348.28194210287,20
"q21",34,27,97.2390362398149,97.2390362398149,NA,0,2348.28194210287,20
"q21",34,27,97.2390362398149,23.3781656583813,20.3414177843222,0,2348.28194210287,20
"q21",34,27,97.2390362398149,223.130389964358,54.815136144763,0,2348.28194210287,20
"q21",34,27,97.2390362398149,81.6972048668535,23.4671601378479,0,2348.28194210287,20
"q21",34,27,97.2390362398149,252.169086409242,57.6878082532254,0,2348.28194210287,20
"q21",34,27,97.2390362398149,48.1653370156011,69.1306565014635,0,2348.28194210287,20
"q21",34,27,97.2390362398149,18.5278794580401,64.1105512527303,0,2348.28194210287,20
"q21",34,27,97.2390362398149,33.1245684241159,77.4929495022199,0,2348.28194210287,20
"q21",34,27,97.2390362398149,390.109200536632,48.0781634050586,0,2348.28194210287,20
"q21",34,27,97.2390362398149,45.8312825428353,54.8934205789116,0,2348.28194210287,20
"q21",34,27,97.2390362398149,159.881438488628,87.8733508721266,0,2348.28194210287,20
"q21",34,27,97.2390362398149,34.3950233403184,67.3426104085791,0,2348.28194210287,20
"q21",34,27,97.2390362398149,52.1191149805076,63.0831591354738,0,2348.28194210287,20
"q21",34,27,97.2390362398149,254.615996237212,81.7568506276098,0,2348.28194210287,20
"q21",34,27,97.2390362398149,135.809284672975,72.1370930629187,0,2348.28194210287,20
"q21",34,27,97.2390362398149,124.760669837232,73.6108095568011,0,2348.28194210287,20
"q21",34,27,97.2390362398149,32.7823539686973,76.6819594094827,0,2348.28194210287,20
"q21",34,27,97.2390362398149,32.6829594442768,85.3026059631357,0,2348.28194210287,20
"q21",34,28,23.3781656583813,253.151554766133,56.914964946459,1,2348.28194210287,20
"q21",34,28,23.3781656583813,54.711395251014,10.3382444230519,1,2348.28194210287,20
"q21",34,28,23.3781656583813,97.2390362398149,20.3414177843222,1,2348.28194210287,20
"q21",34,28,23.3781656583813,23.3781656583813,NA,1,2348.28194210287,20
"q21",34,28,23.3781656583813,223.130389964358,73.9690684886779,1,2348.28194210287,20
"q21",34,28,23.3781656583813,81.6972048668535,30.492370085786,1,2348.28194210287,20
"q21",34,28,23.3781656583813,252.169086409242,73.1200644876588,1,2348.28194210287,20
"q21",34,28,23.3781656583813,48.1653370156011,86.6877162548995,1,2348.28194210287,20
"q21",34,28,23.3781656583813,18.5278794580401,81.5136706800461,1,2348.28194210287,20
"q21",34,28,23.3781656583813,33.1245684241159,95.323380445837,1,2348.28194210287,20
"q21",34,28,23.3781656583813,390.109200536632,56.0517101649953,1,2348.28194210287,20
"q21",34,28,23.3781656583813,45.8312825428353,48.1688838383505,1,2348.28194210287,20
"q21",34,28,23.3781656583813,159.881438488628,102.849801021217,1,2348.28194210287,20
"q21",34,28,23.3781656583813,34.3950233403184,77.3136723811473,1,2348.28194210287,20
"q21",34,28,23.3781656583813,52.1191149805076,62.1397432801179,1,2348.28194210287,20
"q21",34,28,23.3781656583813,254.615996237212,92.586103857227,1,2348.28194210287,20
"q21",34,28,23.3781656583813,135.809284672975,76.452979878876,1,2348.28194210287,20
"q21",34,28,23.3781656583813,124.760669837232,71.4033447630877,1,2348.28194210287,20
"q21",34,28,23.3781656583813,32.7823539686973,72.0149755398099,1,2348.28194210287,20
"q21",34,28,23.3781656583813,32.6829594442768,79.8812181607202,1,2348.28194210287,20
"q21",34,29,223.130389964358,253.151554766133,21.7286123560191,0,2348.28194210287,20
"q21",34,29,223.130389964358,54.711395251014,72.0781992801653,0,2348.28194210287,20
"q21",34,29,223.130389964358,97.2390362398149,54.815136144763,0,2348.28194210287,20
"q21",34,29,223.130389964358,23.3781656583813,73.9690684886779,0,2348.28194210287,20
"q21",34,29,223.130389964358,223.130389964358,NA,0,2348.28194210287,20
"q21",34,29,223.130389964358,81.6972048668535,51.355902498682,0,2348.28194210287,20
"q21",34,29,223.130389964358,252.169086409242,23.4338770781154,0,2348.28194210287,20
"q21",34,29,223.130389964358,48.1653370156011,18.8016124451694,0,2348.28194210287,20
"q21",34,29,223.130389964358,18.5278794580401,16.0062448793453,0,2348.28194210287,20
"q21",34,29,223.130389964358,33.1245684241159,24.9793025992966,0,2348.28194210287,20
"q21",34,29,223.130389964358,390.109200536632,47.6628839352029,0,2348.28194210287,20
"q21",34,29,223.130389964358,45.8312825428353,81.9909264480668,0,2348.28194210287,20
"q21",34,29,223.130389964358,159.881438488628,43.8162812685208,0,2348.28194210287,20
"q21",34,29,223.130389964358,34.3950233403184,48.1221063231356,0,2348.28194210287,20
"q21",34,29,223.130389964358,52.1191149805076,75.2433051706199,0,2348.28194210287,20
"q21",34,29,223.130389964358,254.615996237212,53.7954816022144,0,2348.28194210287,20
"q21",34,29,223.130389964358,135.809284672975,67.5637928131652,0,2348.28194210287,20
"q21",34,29,223.130389964358,124.760669837232,84.7844560753222,0,2348.28194210287,20
"q21",34,29,223.130389964358,32.7823539686973,92.5406604452787,0,2348.28194210287,20
"q21",34,29,223.130389964358,32.6829594442768,100.73271083967,0,2348.28194210287,20
"q21",34,30,81.6972048668535,253.151554766133,41.5971942540068,0,2348.28194210287,20
"q21",34,30,81.6972048668535,54.711395251014,35.2331587469506,0,2348.28194210287,20
