"","quad","year","trackID","area","survives","age","distEdgeMin","allEdge","quadname","Grazing","Group"
"1","q21",34,45,1.077015,0,1,2.71439361572266,1,"e1q4.1","No","lb1"
"2","q21",34,47,4.621192,0,1,16.0237503051758,0,"e1q4.1","No","lb1"
"3","q21",34,48,2.493542,1,1,3.73252105712891,0,"e1q4.1","No","lb1"
"4","q21",34,46,2.687862,1,1,10.3184967041016,0,"e1q4.1","No","lb1"
"5","q21",61,49,34.08208,1,1,8.07094478607178,0,"e1q4.1","No","lb1"
"6","q21",62,50,9.168869,1,1,30.8242645263672,0,"e1q4.1","No","lb1"
"7","q21",64,51,26.56285,1,1,14.7623748779297,0,"e1q4.1","No","lb1"
"8","q21",65,52,27.5804,1,1,18.6240463256836,0,"e1q4.1","No","lb1"
"9","q21",66,53,36.5278,1,1,0.0199737548828125,0,"e1q4.1","No","lb1"
"10","q21",66,54,29.38654,1,1,-0.0239105224609375,0,"e1q4.1","No","lb1"
"11","q21",67,55,11.25822,1,1,14.5397262573242,0,"e1q4.1","No","lb1"
"12","q21",67,56,49.61873,1,1,31.8883819580078,0,"e1q4.1","No","lb1"
"13","q22",35,37,3.529583,0,1,0.56158447265625,1,"e1q4.2","No","lb1"
"14","q22",41,38,5.077827,1,1,14.7185077667236,0,"e1q4.2","No","lb1"
"15","q22",42,39,32.26218,1,1,20.9753875732422,0,"e1q4.2","No","lb1"
"16","q22",42,40,29.2974,1,1,3.75701141357422,0,"e1q4.2","No","lb1"
"17","q22",46,41,27.61364,1,1,5.03554153442383,0,"e1q4.2","No","lb1"
"18","q22",47,42,10.64289,0,1,0.373510181903839,1,"e1q4.2","No","lb1"
"19","q22",50,62,1.634938,0,1,18.3900146484375,0,"e1q4.2","No","lb1"
"20","q22",50,66,2.053809,0,1,3.47864508628845,0,"e1q4.2","No","lb1"
"21","q22",50,64,1.289394,0,1,5.00656747817993,0,"e1q4.2","No","lb1"
"22","q22",50,49,1.216947,0,1,10.6214141845703,0,"e1q4.2","No","lb1"
"23","q22",50,60,3.135968,0,1,42.195125579834,0,"e1q4.2","No","lb1"
"24","q22",50,50,1.711279,0,1,6.21211290359497,0,"e1q4.2","No","lb1"
"25","q22",50,59,0.7409338,0,1,7.09953212738037,0,"e1q4.2","No","lb1"
"26","q22",50,63,1.597672,1,1,14.2586517333984,0,"e1q4.2","No","lb1"
"27","q22",50,55,1.45792,0,1,5.11132669448853,0,"e1q4.2","No","lb1"
"28","q22",50,48,6.043396,1,1,13.9311904907227,0,"e1q4.2","No","lb1"
"29","q22",50,61,1.311479,0,1,3.89968681335449,1,"e1q4.2","No","lb1"
"30","q22",50,45,4.322227,0,1,22.6013946533203,0,"e1q4.2","No","lb1"
"31","q22",50,43,1.028995,0,1,7.74778747558594,0,"e1q4.2","No","lb1"
"32","q22",50,51,4.361379,0,1,8.57086181640625,0,"e1q4.2","No","lb1"
"33","q22",50,53,9.958625,0,1,-0.575883030891418,1,"e1q4.2","No","lb1"
"34","q22",50,54,1.841244,0,1,36.2390022277832,0,"e1q4.2","No","lb1"
"35","q22",50,67,1.064968,0,1,2.41174221038818,1,"e1q4.2","No","lb1"
"36","q22",50,46,6.401705,1,1,9.89316558837891,0,"e1q4.2","No","lb1"
"37","q22",50,47,1.998455,0,1,15.6758117675781,0,"e1q4.2","No","lb1"
"38","q22",50,52,4.31814,1,1,18.7953414916992,0,"e1q4.2","No","lb1"
"39","q22",50,58,2.352,0,1,39.5246887207031,0,"e1q4.2","No","lb1"
"40","q22",50,68,13.19796,1,1,-0.50857549905777,1,"e1q4.2","No","lb1"
"41","q22",50,44,1.122051,0,1,22.2509155273438,0,"e1q4.2","No","lb1"
"42","q22",50,56,0.7409354,0,1,11.1434059143066,0,"e1q4.2","No","lb1"
"43","q22",50,65,2.847957,0,1,3.7898268699646,0,"e1q4.2","No","lb1"
"44","q22",50,57,1.202446,0,1,39.1969184875488,0,"e1q4.2","No","lb1"
"45","q22",51,73,7.470227,0,1,10.1779699325562,0,"e1q4.2","No","lb1"
"46","q22",51,72,8.486526,0,1,5.92298126220703,0,"e1q4.2","No","lb1"
"47","q22",51,74,5.859862,1,1,6.34738254547119,0,"e1q4.2","No","lb1"
"48","q22",51,71,8.104637,0,1,4.41535949707031,0,"e1q4.2","No","lb1"
"49","q22",51,70,10.14356,0,1,0.230598449707031,1,"e1q4.2","No","lb1"
"50","q22",51,69,0.551297,0,1,0.168075561523438,1,"e1q4.2","No","lb1"
"51","q22",55,75,28.97814,0,1,-0.0741500854492188,1,"e1q4.2","No","lb1"
"52","q22",55,76,6.416821,1,1,0.229362487792969,1,"e1q4.2","No","lb1"
"53","q22",58,78,20.41358,1,1,20.1202926635742,0,"e1q4.2","No","lb1"
"54","q22",58,77,16.37662,0,1,0.026092529296875,1,"e1q4.2","No","lb1"
"55","q22",58,79,25.95866,1,1,0.179340854287148,1,"e1q4.2","No","lb1"
"56","q22",71,88,0.7251846,0,1,7.79817581176758,0,"e1q4.2","No","lb1"
"57","q22",71,89,0.7251846,0,1,14.2034969329834,0,"e1q4.2","No","lb1"
"58","q23",34,55,30.35835,1,1,-0.014312744140625,0,"e1q4a.1","No","lb1"
"59","q23",35,56,17.1506,0,1,13.7265014648438,0,"e1q4a.1","No","lb1"
"60","q23",35,57,12.15313,0,1,-0.0061798095703125,1,"e1q4a.1","No","lb1"
"61","q23",38,58,5.065097,0,1,1.04492950439453,1,"e1q4a.1","No","lb1"
"62","q23",43,59,467.5706,1,1,9.00656032562256,0,"e1q4a.1","No","lb1"
"63","q23",47,60,16.53938,1,1,-0.226737976074219,1,"e1q4a.1","No","lb1"
"64","q23",49,61,3.007841,1,1,4.32278823852539,0,"e1q4a.1","No","lb1"
"65","q23",50,65,2.247504,1,1,16.3559894561768,0,"e1q4a.1","No","lb1"
"66","q23",50,63,6.741023,0,1,5.67029571533203,0,"e1q4a.1","No","lb1"
"67","q23",50,62,7.374501,1,1,1.71516418457031,0,"e1q4a.1","No","lb1"
"68","q23",50,70,2.637424,0,1,18.4922866821289,0,"e1q4a.1","No","lb1"
"69","q23",50,67,1.93308,0,1,15.1453018188477,0,"e1q4a.1","No","lb1"
"70","q23",50,66,0.7196991,0,1,2.62496280670166,1,"e1q4a.1","No","lb1"
"71","q23",50,68,1.567639,0,1,17.3116016387939,0,"e1q4a.1","No","lb1"
"72","q23",50,69,0.7196993,0,1,7.86539459228516,0,"e1q4a.1","No","lb1"
"73","q23",50,71,1.251483,0,1,36.6161918640137,0,"e1q4a.1","No","lb1"
"74","q23",50,72,1.967326,0,1,1.24599659442902,1,"e1q4a.1","No","lb1"
"75","q23",50,64,0.7562237,0,1,3.78461527824402,1,"e1q4a.1","No","lb1"
"76","q23",51,76,13.50972,0,1,0.0412368774414062,1,"e1q4a.1","No","lb1"
"77","q23",51,75,6.911193,0,1,12.1127014160156,0,"e1q4a.1","No","lb1"
"78","q23",51,73,8.901044,0,1,2.98200225830078,0,"e1q4a.1","No","lb1"
"79","q23",51,74,9.836246,1,1,5.81759643554688,0,"e1q4a.1","No","lb1"
"80","q23",51,77,6.485992,0,1,28.9428958892822,0,"e1q4a.1","No","lb1"
"81","q23",54,78,5.349626,1,1,12.7000350952148,0,"e1q4a.1","No","lb1"
"82","q23",55,79,0.7163137,0,1,6.66055297851562,0,"e1q4a.1","No","lb1"
"83","q23",67,81,73.18846,1,1,-0.465286254882812,1,"e1q4a.1","No","lb1"
"84","q24",36,53,22.69769,0,1,34.2042236328125,0,"e1q4a.2","No","lb1"
"85","q24",36,52,9.380805,0,1,-1.00469970703125,1,"e1q4a.2","No","lb1"
"86","q24",39,56,3.725453,0,1,1.97632122039795,0,"e1q4a.2","No","lb1"
"87","q24",39,55,3.033384,0,1,10.0153026580811,0,"e1q4a.2","No","lb1"
"88","q24",39,54,3.511243,0,1,9.11671924591064,0,"e1q4a.2","No","lb1"
"89","q24",41,57,3.456496,1,1,1.291748046875,1,"e1q4a.2","No","lb1"
"90","q24",42,58,23.02851,1,1,28.4730472564697,0,"e1q4a.2","No","lb1"
"91","q24",48,59,8.367424,0,1,24.9413833618164,0,"e1q4a.2","No","lb1"
"92","q24",49,60,6.834736,1,1,15.8178405761719,0,"e1q4a.2","No","lb1"
"93","q24",49,61,3.986573,0,1,18.7207946777344,0,"e1q4a.2","No","lb1"
"94","q24",50,69,2.960223,0,1,18.242280960083,0,"e1q4a.2","No","lb1"
"95","q24",50,64,20.51914,1,1,-0.0734312459826469,0,"e1q4a.2","No","lb1"
"96","q24",50,65,21.99259,1,1,27.3667144775391,0,"e1q4a.2","No","lb1"
"97","q24",50,68,0.7234629,1,1,22.3915710449219,0,"e1q4a.2","No","lb1"
"98","q24",50,67,7.550363,1,1,25.3361053466797,0,"e1q4a.2","No","lb1"
"99","q24",50,70,1.565503,1,1,13.4081315994263,0,"e1q4a.2","No","lb1"
"100","q24",50,63,6.518375,1,1,1.80510556697845,1,"e1q4a.2","No","lb1"
"101","q24",50,71,7.181831,1,1,9.8328914642334,0,"e1q4a.2","No","lb1"
"102","q24",50,62,6.595959,1,1,4.2374267578125,0,"e1q4a.2","No","lb1"
"103","q24",50,66,1.868315,0,1,4.17974853515625,0,"e1q4a.2","No","lb1"
"104","q24",51,85,2.038393,0,1,10.1875457763672,0,"e1q4a.2","No","lb1"
"105","q24",51,80,3.714303,0,1,8.90724277496338,0,"e1q4a.2","No","lb1"
"106","q24",51,79,13.76633,0,1,24.5479049682617,0,"e1q4a.2","No","lb1"
"107","q24",51,81,5.707914,0,1,14.5634231567383,0,"e1q4a.2","No","lb1"
"108","q24",51,83,9.859756,0,1,17.36545753479,0,"e1q4a.2","No","lb1"
"109","q24",51,73,3.725662,0,1,0.601371765136719,1,"e1q4a.2","No","lb1"
"110","q24",51,74,1.929765,0,1,22.2231216430664,0,"e1q4a.2","No","lb1"
"111","q24",51,94,11.30885,1,1,11.1258029937744,0,"e1q4a.2","No","lb1"
"112","q24",51,95,3.696807,0,1,10.3306512832642,0,"e1q4a.2","No","lb1"
"113","q24",51,77,4.58944,0,1,19.212984085083,0,"e1q4a.2","No","lb1"
"114","q24",51,78,2.298863,0,1,33.2191009521484,0,"e1q4a.2","No","lb1"
"115","q24",51,89,3.175154,0,1,4.71613454818726,0,"e1q4a.2","No","lb1"
"116","q24",51,90,3.350524,0,1,22.8387622833252,0,"e1q4a.2","No","lb1"
"117","q24",51,91,7.722122,0,1,21.280574798584,0,"e1q4a.2","No","lb1"
"118","q24",51,84,2.007372,0,1,36.1012229919434,0,"e1q4a.2","No","lb1"
"119","q24",51,93,3.870652,1,1,20.0607833862305,0,"e1q4a.2","No","lb1"
"120","q24",51,97,3.835098,0,1,3.3304431438446,0,"e1q4a.2","No","lb1"
"121","q24",51,75,4.082952,0,1,34.5853157043457,0,"e1q4a.2","No","lb1"
"122","q24",51,96,16.26051,0,1,2.65176224708557,0,"e1q4a.2","No","lb1"
"123","q24",51,72,3.673385,0,1,3.63506317138672,0,"e1q4a.2","No","lb1"
"124","q24",51,92,6.155619,0,1,8.04601955413818,0,"e1q4a.2","No","lb1"
"125","q24",51,76,7.242308,0,1,39.7481384277344,0,"e1q4a.2","No","lb1"
"126","q24",51,88,3.643149,0,1,1.60455989837646,0,"e1q4a.2","No","lb1"
"127","q24",51,86,1.6532,0,1,31.4205551147461,0,"e1q4a.2","No","lb1"
"128","q24",51,82,1.466477,0,1,33.470817565918,0,"e1q4a.2","No","lb1"
"129","q24",51,87,2.682201,0,1,8.63991546630859,0,"e1q4a.2","No","lb1"
"130","q24",53,98,5.975759,1,1,0.700195670127869,1,"e1q4a.2","No","lb1"
