"","quad","year","quadname","trackID","area","survives","age","distEdgeMin","allEdge","Grazing","Group"
"1","q21",34,"e1q4.1",33,18.52788,0,1,18.6829833984375,0,"No","lb1"
"2","q21",34,"e1q4.1",32,48.16534,1,1,11.8808288574219,0,"No","lb1"
"3","q21",34,"e1q4.1",26,54.7114,1,1,-0.0211868286132812,0,"No","lb1"
"4","q21",34,"e1q4.1",36,45.83128,1,1,0.0016021728515625,0,"No","lb1"
"5","q21",34,"e1q4.1",29,223.1304,1,1,11.396354675293,0,"No","lb1"
"6","q21",34,"e1q4.1",44,32.68296,1,1,0.016082763671875,0,"No","lb1"
"7","q21",34,"e1q4.1",43,32.78235,1,1,3.19863128662109,0,"No","lb1"
"8","q21",34,"e1q4.1",34,33.12457,1,1,3.89619445800781,0,"No","lb1"
"9","q21",34,"e1q4.1",27,97.23904,1,1,4.01699066162109,0,"No","lb1"
"10","q21",34,"e1q4.1",38,34.39502,1,1,30.5252265930176,0,"No","lb1"
"11","q21",34,"e1q4.1",25,253.1516,1,1,-0.00760650634765625,0,"No","lb1"
"12","q21",34,"e1q4.1",28,23.37817,1,1,-0.018341064453125,1,"No","lb1"
"13","q21",34,"e1q4.1",35,390.1092,1,1,29.1520080566406,0,"No","lb1"
"14","q21",34,"e1q4.1",39,52.11911,1,1,14.3217010498047,0,"No","lb1"
"15","q21",34,"e1q4.1",40,254.616,1,1,15.8899402618408,0,"No","lb1"
"16","q21",34,"e1q4.1",31,252.1691,1,1,26.8936157226562,0,"No","lb1"
"17","q21",34,"e1q4.1",42,124.7607,1,1,8.26448822021484,0,"No","lb1"
"18","q21",34,"e1q4.1",30,81.6972,1,1,19.8242111206055,0,"No","lb1"
"19","q21",34,"e1q4.1",41,135.8093,1,1,15.0928239822388,0,"No","lb1"
"20","q21",34,"e1q4.1",37,159.8814,1,1,0.00501251220703125,0,"No","lb1"
"21","q21",36,"e1q4.1",43,3.780334,0,3,1.62215995788574,1,"No","lb1"
"22","q21",36,"e1q4.1",39,7.805309,0,3,18.0883960723877,0,"No","lb1"
"23","q21",36,"e1q4.1",30,26.27057,1,3,27.5186977386475,0,"No","lb1"
"24","q21",36,"e1q4.1",40,120.217641,0,3,15.1937999725342,0,"No","lb1"
"25","q21",36,"e1q4.1",29,14.954692,0,3,5.44247436523438,0,"No","lb1"
"26","q21",37,"e1q4.1",31,11.7222,0,4,27.9534072875977,0,"No","lb1"
"27","q21",37,"e1q4.1",30,17.00704,0,4,20.0550918579102,0,"No","lb1"
"28","q21",37,"e1q4.1",44,22.76054,0,4,-0.361498206853867,0,"No","lb1"
"29","q21",35,"e1q4.1",42,51.954308,1,2,8.19716644287109,0,"No","lb1"
"30","q21",35,"e1q4.1",45,1.077015,0,1,2.71439361572266,1,"No","lb1"
"31","q21",35,"e1q4.1",34,4.111572,1,2,8.49906921386719,0,"No","lb1"
"32","q21",35,"e1q4.1",40,168.811552,1,2,14.2330627441406,0,"No","lb1"
"33","q21",35,"e1q4.1",32,10.899255,1,2,11.6327590942383,0,"No","lb1"
"34","q21",35,"e1q4.1",47,4.621192,0,1,16.0237503051758,0,"No","lb1"
"35","q21",35,"e1q4.1",44,9.108979,1,2,3.43227386474609,0,"No","lb1"
"36","q21",35,"e1q4.1",48,2.493542,1,1,3.73252105712891,0,"No","lb1"
"37","q21",35,"e1q4.1",37,40.431318,1,2,3.98435974121094,0,"No","lb1"
"38","q21",62,"e1q4.1",49,34.08208,1,1,8.07094478607178,0,"No","lb1"
"39","q21",35,"e1q4.1",36,5.24146,1,2,4.53775024414062,0,"No","lb1"
"40","q21",35,"e1q4.1",27,11.241426,1,2,5.46903228759766,0,"No","lb1"
"41","q21",35,"e1q4.1",41,44.616714,1,2,11.419303894043,0,"No","lb1"
"42","q21",36,"e1q4.1",34,5.587896,0,3,7.41083526611328,0,"No","lb1"
"43","q21",35,"e1q4.1",39,7.781154,1,2,18.1132888793945,0,"No","lb1"
