"","quad","year","NRquad","totParea","recArea"
"1","A5P",17,3,31.8065692832229,0.0943201378710911
"2","A5P",18,18,34.4980554080557,0.52176853991013
"3","A5P",19,4,138.226574214125,0.0289379956259616
"4","A5P",20,1,116.388531044801,0.00859191185783652
"5","A5P",21,7,148.571209758269,0.0471154540061246
"6","A5P",22,3,163.193585756857,0.0183830754504635
"7","A5P",23,4,109.184476361422,0.0366352446181013
"8","A5P",24,5,52.2811704321461,0.0956367265436287
"9","A5P",27,0,88.6429959570939,0
"10","A5P",28,0,49.8510777592812,0
"11","A5P",29,1,44.2239878038726,0.0226121625312232
"12","A5P",30,1,48.668131873927,0.0205473265871487
"13","A5P",31,1,85.6698511039816,0.0116727178478022
"14","AW2",22,4,142.920976025426,0.0279874942869714
"15","AW2",23,2,78.1144671770962,0.0256034518607895
"16","AW2",24,0,88.6529323265443,0
"17","AW2",27,0,72.5955370928707,0
"18","AW2",28,0,93.4724708545159,0
"19","AW2",29,0,27.4041388938782,0
"20","AW2",30,0,46.946100930905,0
"21","AW2",31,0,40.6391991298997,0
"22","BW1",22,16,131.942844983447,0.121264627892534
"23","BW1",23,1,79.746063816549,0.012539803874213
"24","BW1",27,1,123.518249718636,0.00809596964236389
"25","BW1",28,1,77.14314593162,0.0129629144355404
"26","BW1",29,4,57.4875820416298,0.0695802442535048
"27","BW1",30,2,58.7700340024542,0.0340309484918195
"28","BW1",31,1,152.966700103082,0.00653737054748592
"29","BW1",32,2,67.20234807962,0.0297608648678531
"30","BW2",22,26,258.64995456229,0.100521958505655
"31","BW2",23,7,196.319440363952,0.0356561733622655
"32","BW2",27,1,276.132992736418,0.00362144338526961
"33","BW2",28,1,234.529167938411,0.00426386196987918
"34","BW2",29,1,230.71625856369,0.0043343282620195
"35","BW2",30,3,245.696516149491,0.0122101853417192
"36","BW2",31,0,449.640692897884,0
"37","BW2",32,0,331.614351174966,0
"38","BW3",22,10,218.261676127731,0.0458165637569273
"39","BW3",23,1,140.721631138811,0.00710622803265814
"40","BW3",27,0,270.378046375984,0
"41","BW3",28,2,247.765401556971,0.00807215207382425
"42","BW3",29,3,319.151394116491,0.0093999276058465
"43","BW3",30,1,335.204931646437,0.00298324966487893
"44","BW3",31,2,475.376966234565,0.00420718743661876
"45","BW3",32,4,465.08728206183,0.00860053618810465
"46","M1",25,2,106.504203440188,0.0187786015518456
"47","M1",26,0,102.126718230606,0
"48","M1",27,0,163.176644215965,0
"49","M1",28,0,134.326422534274,0
"50","M1",29,0,101.949427390568,0
"51","M1",30,1,114.742999950398,0.00871512859548985
"52","M1",31,1,165.696624297652,0.006035125967344
"53","M1",32,3,201.887870210161,0.0148597337565504
"54","M1",33,6,128.869062140094,0.0465588862086803
"55","M1",34,2,91.6057443060702,0.0218326919905553
"56","M3",25,1,48.6790364740042,0.0205427237766718
"57","M3",26,0,80.9996120432694,0
"58","M3",27,0,119.107739483377,0
"59","M3",28,0,130.778747435059,0
"60","M3",29,2,211.857724558456,0.00944029774778477
"61","M3",30,0,231.884297619447,0
"62","M3",31,2,262.805542708588,0.00761018956977518
"63","M3",32,1,192.269175811548,0.00520104169469237
"64","M3",33,2,106.971816373296,0.0186965134164
"65","M3",34,0,6.82789424520476,0
"66","M4",25,4,57.4001474425474,0.069686232147812
"67","M4",26,2,88.6509700603139,0.0225603848287198
"68","M4",27,0,114.008170438125,0
"69","M4",28,0,85.8200375015534,0
"70","M4",29,1,119.57823097724,0.00836272615699036
"71","M4",30,1,132.873091942533,0.00752597825022764
"72","M4",31,1,174.273093795845,0.00573812043052075
"73","M4",32,2,74.3919133834599,0.0268846425510098
"74","M4",33,1,32.3189435835823,0.0309416054214095
"75","M4",34,0,5.50566654725842,0
"76","M5",25,2,15.5550949712665,0.128575235554293
"77","M5",26,2,8.33986420430494,0.23981205820685
"78","M5",27,1,29.2016982938234,0.0342445836518869
"79","M5",28,0,21.5075562974994,0
"80","M5",29,0,44.4771704123249,0
"81","M5",30,1,64.5449735504234,0.0154930732014134
"82","M5",31,0,77.5407528517063,0
"83","M5",32,1,56.4284252140952,0.0177215649064438
"84","M5",33,0,34.7429483093276,0
"85","M5",34,1,5.42417047053805,0.184359987473035
"86","M6",25,4,74.7149058377418,0.0535368405427264
"87","M6",26,3,81.5013103630243,0.0368092241294938
"88","M6",27,1,157.031960311859,0.00636813039851277
"89","M6",28,0,148.94125122605,0
"90","M6",29,0,119.896263985143,0
"91","M6",30,0,131.179615344683,0
"92","M6",31,3,243.937836815999,0.0122982151484064
"93","M6",32,0,156.540659275654,0
"94","M6",33,1,84.389760877425,0.0118497788073187
"95","M6",34,1,12.4705598864469,0.0801888615351429
"96","M7",25,0,33.4274796080453,0
"97","M7",26,0,52.4675078324086,0
"98","M7",27,1,64.8055925892673,0.0154307670070687
"99","M7",28,1,39.874296340331,0.0250788124626678
"100","M7",29,1,28.7281863826114,0.0348090195002801
"101","M7",30,1,58.1255095832675,0.0172041502460714
"102","M7",31,0,92.8155093854701,0
"103","M7",32,0,131.098077746552,0
"104","M7",33,0,92.7943831280622,0
"105","M7",34,0,21.0476798630829,0
"106","M8",25,6,58.1631601350476,0.103158081267743
"107","M8",26,5,81.85594149478,0.0610829209058557
"108","M8",27,0,140.412026355424,0
"109","M8",28,0,96.1673372347244,0
"110","M8",29,1,60.4549776936419,0.0165412351166109
"111","M8",30,0,108.501433159512,0
"112","M8",31,0,74.5171537698022,0
"113","M8",32,1,63.1253209235944,0.0158415036211916
"114","M8",33,1,18.4692714589891,0.0541439873370475
"115","M8",34,1,2.19023041581591,0.456572967290968
"116","NE25",25,0,83.2901831847797,0
"117","NE25",26,0,121.705899700804,0
"118","NE25",27,3,365.041776020746,0.00821823746504428
"119","NE25",28,2,290.12305928839,0.00689362646631942
"120","NE25",29,7,410.81340373098,0.017039366136612
"121","NE25",30,2,393.364241612407,0.005084346232901
"122","NE25",31,7,530.526737138404,0.0131944339653024
"123","NE25",32,1,618.199669804553,0.00161760034636731
"124","NE25",33,5,389.259959469408,0.0128448865041639
"125","NE25",34,7,321.663110980254,0.0217618985859703
"126","NF25",25,0,68.3462516388158,0
"127","NF25",26,0,113.904530225921,0
"128","NF25",29,22,169.457098841547,0.129826369921341
"129","NF25",30,4,369.746727221288,0.0108182161071734
"130","NF25",31,10,429.243597060519,0.0232967948001566
"131","NF25",32,0,520.945002030476,0
"132","NF25",33,4,391.310870639319,0.010222051826633
"133","NF25",34,6,362.68591295567,0.0165432397169872
"134","P3A",17,3,67.9115083407728,0.0441751342783658
"135","P3A",20,3,43.488228496184,0.0689841850022299
"136","P3A",21,0,41.9334797449607,0
"137","P3A",22,3,35.7345049304801,0.0839524713113101
"138","P3A",23,1,23.539048629315,0.0424826005395402
"139","P3A",24,0,8.29827110120008,0
"140","P3A",27,0,20.1688018148882,0
"141","P3A",28,0,21.8299323408777,0
"142","P3A",29,0,19.7476729240499,0
"143","P3A",30,0,26.3519489961508,0
"144","P3A",31,0,36.9177608707051,0
"145","P3A",32,0,24.2981082032286,0
"146","P6A",17,13,555.143540141876,0.0234173669690503
"147","P6A",20,26,344.505049747388,0.0754705918507284
"148","P6A",21,7,187.573539057344,0.0373186966305519
"149","P6A",22,3,313.267206255284,0.00957648914439923
"150","P6A",23,1,119.401296359861,0.00837511844918438
"151","P6A",24,1,154.549882853398,0.00647040283394181
"152","P6A",27,1,344.428873322413,0.00290335705701397
"153","P6A",28,1,141.714633553973,0.00705643429278701
"154","P6A",29,0,141.521588266925,0
"155","P6A",30,1,97.7600538873677,0.0102291269310482
"156","P6A",31,0,120.34845630153,0
"157","P6A",32,0,65.5764088945807,0
"158","P6B",17,2,410.078974675686,0.0048771093460271
"159","P6B",20,12,208.428863225194,0.0575736000010459
"160","P6B",21,4,124.628682801135,0.0320953404151966
"161","P6B",22,2,143.544293381051,0.0139329816107062
"162","P6B",23,0,60.4082807065258,0
"163","P6B",24,1,35.919873844033,0.0278397414295518
"164","P6B",27,1,50.6898720307531,0.0197278067577939
"165","P6B",28,0,58.3589451164909,0
"166","P6B",29,0,37.2756892888914,0
"167","P6B",30,0,29.6583643918048,0
"168","P6B",31,4,6.95947619058003,0.574755899792312
"169","P6B",32,0,9.21270772148496,0
"170","PP6",17,4,233.660144604526,0.0171188801015683
"171","PP6",20,1,66.6304521930973,0.0150081526852312
"172","PP6",21,9,58.8341916071928,0.152972272655476
"173","PP6",22,6,102.675912423842,0.0584362958980314
"174","PP6",23,1,87.9968229604666,0.0113640466366525
"175","PP6",24,3,97.2307899704694,0.0308544237983786
"176","PP6",27,9,310.136319935038,0.0290194969808282
"177","PP6",28,0,215.107943301696,0
"178","PP6",29,27,227.940225624136,0.118452107020908
"179","PP6",30,7,324.05996966794,0.0216009401197341
"180","PP6",31,9,492.606814792478,0.0182701491935134
"181","PP6",32,15,105.177983862292,0.14261539772087
"182","SG1",22,15,570.010729609126,0.0263152941178598
"183","SG1",23,5,273.131748831875,0.0183061838156271
"184","SG1",24,3,389.673282653606,0.0076987572244382
"185","SG1",25,6,471.091647911048,0.0127363752395222
"186","SG1",26,1,543.796325711313,0.00183892378951246
"187","SG1",27,3,733.332904866612,0.00409091148111741
"188","SG1",28,0,483.74030075739,0
"189","SG1",29,5,535.131780728306,0.00934349291158728
"190","SG1",30,2,439.61088851722,0.00454947785016398
"191","SG1",31,7,620.23535037463,0.0112860384300442
"192","SG1",32,3,477.684118999797,0.00628030089482894
"193","SG1",33,5,735.86077790483,0.00679476356143915
"194","SG10",22,0,58.2210471416661,0
"195","SG10",23,5,42.4736618728777,0.117720012344705
"196","SG10",24,0,45.1653917108868,0
"197","SG10",25,1,45.4753761848739,0.0219899225447776
"198","SG10",26,1,79.5833155505036,0.0125654478339169
"199","SG10",27,2,153.807436539825,0.0130032724359341
"200","SG10",28,0,119.01829651809,0
"201","SG10",29,13,149.632433399348,0.0868795601639707
"202","SG10",30,2,146.193721940578,0.0136804780222568
"203","SG10",31,4,286.025159984637,0.0139847837169809
"204","SG10",32,1,329.866318206384,0.00303153109246619
"205","SG10",33,0,376.135473300396,0
"206","SG11",22,6,309.570403914401,0.0193816977467234
"207","SG11",23,4,119.948391634186,0.0333476751584884
"208","SG11",24,5,107.496410242735,0.0465131811258591
"209","SG11",25,0,244.766213730605,0
"210","SG11",26,1,180.20433489053,0.00554925607426413
"211","SG11",27,1,302.365411164334,0.00330725659442741
"212","SG11",28,2,226.525441395579,0.00882903036267533
"213","SG11",29,0,289.635151189213,0
"214","SG11",30,3,269.783843457003,0.0111200135692267
"215","SG11",31,2,288.244859780996,0.00693854524073583
"216","SG11",32,3,370.959216119827,0.00808714238556872
"217","SG11",33,3,293.204999076339,0.0102317491497439
"218","SG13",22,58,862.159544809459,0.067272931499956
"219","SG13",23,0,292.815355660863,0
"220","SG13",24,13,291.224040370063,0.0446391719017451
"221","SG13",25,5,173.24590163154,0.0288607115834348
"222","SG13",26,4,212.057896930863,0.018862773128907
"223","SG13",27,0,308.123645898929,0
"224","SG13",28,0,240.045106378594,0
"225","SG13",29,2,113.923266740842,0.0175556763531869
"226","SG13",30,2,65.4985496854592,0.0305350272579242
"227","SG13",31,4,187.894581036065,0.021288533059036
"228","SG13",32,2,147.633392704905,0.0135470706413804
"229","SG13",33,2,161.364266057589,0.0123943178304807
"230","SG14",22,5,261.574158785238,0.0191150380573533
"231","SG14",23,13,153.740957011002,0.0845578188970798
"232","SG14",24,6,185.667481399736,0.0323158366492957
"233","SG14",25,0,46.9878644095625,0
"234","SG14",26,0,169.740560606376,0
"235","SG14",27,0,181.233844898239,0
"236","SG14",28,1,163.748127546456,0.00610694006083394
"237","SG14",29,1,263.934823961812,0.00378881416627571
"238","SG14",30,0,210.278640717044,0
"239","SG14",31,3,250.34284105285,0.0119835661662347
"240","SG14",32,0,128.96457608883,0
"241","SG14",33,4,154.382891146207,0.0259096067595458
"242","SG15",22,4,173.76582482931,0.0230194861615004
"243","SG15",23,4,110.383873990567,0.0362371771835245
"244","SG15",24,2,110.230455542566,0.0181438059940494
"245","SG15",25,0,37.8231059390331,0
"246","SG15",26,0,95.5284662265179,0
"247","SG15",27,0,139.926703937277,0
"248","SG15",28,1,92.6967984433498,0.0107878590932257
"249","SG15",29,0,97.8802886394855,0
"250","SG15",30,0,132.17426278558,0
"251","SG15",31,1,178.831975458925,0.00559184115387509
"252","SG15",32,4,127.517214587588,0.0313683137836462
"253","SG15",33,4,81.7749203579218,0.048914752622104
"254","SG16",22,1,95.2011038133486,0.0105040798892479
"255","SG16",23,1,60.0165945773172,0.0166620583364112
"256","SG16",24,1,83.109076257232,0.0120323801567098
"257","SG16",25,1,69.6768872161855,0.0143519614602948
"258","SG16",26,0,90.2965989654376,0
"259","SG16",27,0,151.032847195519,0
"260","SG16",28,1,106.39905760898,0.00939857948436939
"261","SG16",29,4,213.310073951677,0.0187520445044999
"262","SG16",30,0,181.632575281135,0
"263","SG16",31,5,302.036560789134,0.01655428729203
"264","SG16",32,3,259.403953443034,0.0115649740884108
"265","SG16",33,4,375.169475876899,0.0106618481971398
"266","SG17",22,42,274.965508317865,0.152746430841236
"267","SG17",23,19,314.952847735011,0.0603264905735535
"268","SG17",24,17,253.003396028541,0.0671927739581893
"269","SG17",25,7,127.408142603498,0.0549415434285425
"270","SG17",26,8,265.289159964493,0.0301557741789025
"271","SG17",27,7,429.527139016366,0.0162969911890324
"272","SG17",28,4,165.397529427312,0.024184158093836
"273","SG17",29,11,280.590750578026,0.0392030028692665
"274","SG17",30,1,243.568957432716,0.00410561350075262
"275","SG17",31,4,269.829370125741,0.0148241831426134
"276","SG17",32,8,276.684795584928,0.028913768040949
"277","SG17",33,9,221.343112565282,0.0406608540726361
"278","SG20",22,1,46.9954515638076,0.0212786549915849
"279","SG20",23,3,44.357197094824,0.0676327675436026
"280","SG20",26,0,52.0091337107704,0
"281","SG20",27,1,108.149551153839,0.00924645538822006
"282","SG20",28,0,96.0391441026226,0
"283","SG20",29,0,103.900450819879,0
"284","SG20",30,2,90.2222192469169,0.0221674884157579
"285","SG20",31,1,157.164714094817,0.0063627513704934
"286","SG8",22,7,313.167745221458,0.0223522380794674
"287","SG8",23,2,134.173990308326,0.0149060186359822
"288","SG8",24,3,106.663758852851,0.0281257667296226
"289","SG8",25,1,110.175335179199,0.00907644164071304
"290","SG8",26,4,170.001999383574,0.0235291350366699
"291","SG8",27,2,383.864514156085,0.00521017162630138
"292","SG8",28,3,158.257832641323,0.0189564077172675
"293","SG8",29,0,264.160919295439,0
"294","SG8",30,1,138.978640319563,0.00719535029052403
"295","SG8",31,3,166.384368663636,0.0180305399124651
"296","SG8",32,2,155.55362888784,0.0128573021040999
"297","SG8",33,7,74.2347455549812,0.094295467003595
"298","SG9",22,16,576.723043037433,0.0277429525196924
"299","SG9",23,5,218.218616908621,0.0229128021744073
"300","SG9",24,8,211.623666733032,0.0378029552341713
"301","SG9",25,2,269.439197541947,0.0074228249573399
"302","SG9",26,6,319.803617971163,0.0187615138254659
"303","SG9",27,3,645.024507243069,0.00465098607310666
"304","SG9",28,3,372.503152387062,0.00805362311909442
"305","SG9",29,17,400.292551541068,0.0424689391160352
"306","SG9",30,7,455.43003027816,0.0153700887833959
"307","SG9",31,17,673.965263690748,0.0252238519043327
"308","SG9",32,13,722.17843085949,0.0180010914816831
"309","SG9",33,10,868.629775079253,0.0115123845473609
"310","WD19",20,20,218.375024222826,0.0915855651129423
"311","WD19",21,9,263.177052209429,0.0341975104760959
"312","WD19",22,4,288.378197565431,0.0138706741139556
"313","WD19",23,1,87.5105602600432,0.0114271922957462
"314","WD19",24,1,61.3034312880799,0.0163123006165961
"315","WD19",27,3,347.080377424916,0.00864353099491771
"316","WD19",28,2,297.406932716229,0.00672479280067187
"317","WD19",29,4,317.895787344964,0.0125827398765099
"318","WD19",32,9,166.341601085752,0.0541055270675213
"319","WD25",20,2,87.4940300304359,0.0228587024658057
"320","WD25",21,10,77.6256958195513,0.128823321896476
"321","WD25",24,10,111.750036286109,0.0894854295563482
"322","WD25",27,3,215.228684693285,0.0139386625173833
"323","WD25",28,0,96.9047413484971,0
"324","WD25",29,2,24.9291058068289,0.0802275065739474
"325","WD25",30,3,35.6959616793737,0.0840431202539501
"326","WD25",31,0,72.121912627012,0
"327","WD9",17,0,55.9981504677541,0
"328","WD9",20,6,31.1483967018896,0.192626286913702
"329","WD9",21,1,65.1131223266521,0.0153578873853309
"330","WD9",22,1,100.754523811006,0.00992511266169829
"331","WD9",23,1,81.5770672921573,0.012258347023173
"332","WD9",24,4,58.4439761437165,0.0684416130443249
"333","WD9",25,0,84.0826179837239,0
"334","WD9",26,1,111.622311988103,0.00895878236339151
"335","WD9",27,5,224.936254077102,0.0222285199000697
"336","WD9",28,0,166.629964217481,0
"337","WD9",29,2,296.927255652071,0.00673565650148173
"338","WD9",30,2,283.16527107934,0.00706301303255378
"339","WD9",31,9,224.285173740133,0.0401274852453146
"340","WD9",32,4,222.430463954397,0.0179831482112993
"341","WD9",33,7,253.921987637358,0.0275675220768874
"342","WD9",34,22,90.4471466700732,0.24323597603637
